timestamp,rolling_avg_ee,window,ee_min,hysteresis,per_strategy,latency_min_ms,latency_max_ms,capital_util_min_pct,capital_util_max_pct,max_dd
2026-02-17T13:22:25.987067+00:00,98.30007883016413,20,97.5,-0.5000000000000004,"{""momentum"": 0.949002364904924, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",26.117565585337243,26.117565585337243,82.42881308843837,82.42881308843837,0.0
2026-02-17T13:22:31.041789+00:00,98.33239266943421,20,97.5,-0.5000000000000004,"{""momentum"": 0.949971780083026, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",28.972040382148645,28.972040382148645,81.40680362816667,81.40680362816667,0.0
2026-02-17T13:22:36.097101+00:00,98.44963683553345,20,97.5,-0.5000000000000004,"{""momentum"": 0.9534891050660039, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",35.84481734903993,35.84481734903993,83.73732754258847,83.73732754258847,0.0
2026-02-17T13:22:41.123272+00:00,98.51120468744962,20,97.5,-0.5000000000000004,"{""momentum"": 0.9553361406234884, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",13.416488640223214,13.416488640223214,82.77355217685817,82.77355217685817,0.0
2026-02-17T13:22:46.184931+00:00,98.46146436217944,20,97.5,-0.5000000000000004,"{""momentum"": 0.9538439308653831, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",34.465451235965105,34.465451235965105,79.68151799972924,79.68151799972924,0.0
2026-02-17T13:22:51.253619+00:00,98.50231173021379,20,97.5,-0.5000000000000004,"{""momentum"": 0.9550693519064133, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",43.013298542581076,43.013298542581076,82.4308243738959,82.4308243738959,0.0
2026-02-17T13:22:56.429908+00:00,98.3036015385091,20,97.5,-0.5000000000000004,"{""momentum"": 0.9491080461552729, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",42.498610128380726,42.498610128380726,74.08694106818794,74.08694106818794,0.0
2026-02-17T13:23:01.676018+00:00,98.34351465873365,20,97.5,-0.5000000000000004,"{""momentum"": 0.9503054397620097, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",30.17014264664978,30.17014264664978,82.2008607717876,82.2008607717876,0.0
2026-02-17T13:23:06.734548+00:00,98.39735079546963,20,97.5,-0.5000000000000004,"{""momentum"": 0.951920523864089, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",31.38893467103742,31.38893467103742,82.97247675859873,82.97247675859873,0.0
2026-02-17T13:23:11.782388+00:00,98.47594750523044,20,97.5,-0.5000000000000004,"{""momentum"": 0.9542784251569131, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",19.688749029357954,19.688749029357954,84.32041189657846,84.32041189657846,0.0
2026-02-17T13:23:16.853148+00:00,98.3878831923391,20,97.5,-0.5000000000000004,"{""momentum"": 0.9516364957701734, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",47.65444425799038,47.65444425799038,77.07151417662566,77.07151417662566,0.0
2026-02-17T13:23:21.897747+00:00,98.26731565968143,20,97.5,-0.5000000000000004,"{""momentum"": 0.9480194697904427, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",16.73961836054493,16.73961836054493,75.04760518319993,75.04760518319993,0.0
2026-02-17T13:23:26.951831+00:00,98.1500675012717,20,97.5,-0.5000000000000004,"{""momentum"": 0.9445020250381516, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",23.14092871512104,23.14092871512104,74.6019988532926,74.6019988532926,0.0
2026-02-17T13:23:32.026672+00:00,98.22786553500487,20,97.5,-0.5000000000000004,"{""momentum"": 0.9468359660501457, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",12.444675549833013,12.444675549833013,82.68651716621096,82.68651716621096,0.0
2026-02-17T13:23:37.083597+00:00,98.2219858062508,20,97.5,-0.5000000000000004,"{""momentum"": 0.9466595741875239, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",29.468179519217173,29.468179519217173,78.8547967183359,78.8547967183359,0.0
2026-02-17T13:23:42.142503+00:00,98.29770219093672,20,97.5,-0.5000000000000004,"{""momentum"": 0.9489310657281017, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",11.522193164636025,11.522193164636025,79.90485307120063,79.90485307120063,0.0
2026-02-17T13:23:47.302593+00:00,98.31789229401984,20,97.5,-0.5000000000000004,"{""momentum"": 0.9495367688205956, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",37.17262031429776,37.17262031429776,84.39933571283208,84.39933571283208,0.0
2026-02-17T13:23:52.372986+00:00,98.24397471710317,20,97.5,-0.5000000000000004,"{""momentum"": 0.9473192415130948, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",49.74230489692738,49.74230489692738,80.5874559744796,80.5874559744796,0.0
2026-02-17T13:23:57.572356+00:00,98.28088228170124,20,97.5,-0.5000000000000004,"{""momentum"": 0.9484264684510368, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",38.817830169193016,38.817830169193016,82.80837521883464,82.80837521883464,0.0
2026-02-17T13:24:02.609686+00:00,98.3415595561001,20,97.5,-0.5000000000000004,"{""momentum"": 0.9502467866830029, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",25.12469852208636,25.12469852208636,83.4175559812635,83.4175559812635,0.0
2026-02-17T13:24:07.644520+00:00,98.2014093298547,20,97.5,-0.5000000000000004,"{""momentum"": 0.9460422798956406, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",11.025387544852435,11.025387544852435,75.28115154992247,75.28115154992247,0.0
2026-02-17T13:24:12.707824+00:00,98.22071818948046,20,97.5,-0.5000000000000004,"{""momentum"": 0.9466215456844143, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",47.92577354961319,47.92577354961319,82.39155546908184,82.39155546908184,0.0
2026-02-17T13:24:17.780741+00:00,98.15828868008866,20,97.5,-0.5000000000000004,"{""momentum"": 0.9447486604026597, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",44.772972361039216,44.772972361039216,80.55342256360564,80.55342256360564,0.0
2026-02-17T13:24:22.820422+00:00,98.03071982652321,20,97.5,-0.5000000000000004,"{""momentum"": 0.9409215947956964, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",16.990773474206435,16.990773474206435,76.26754064502069,76.26754064502069,0.0
2026-02-17T13:24:27.874110+00:00,97.9450617278151,20,97.5,-0.5000000000000004,"{""momentum"": 0.938351851834453, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",24.923198573637023,24.923198573637023,75.31295496561555,75.31295496561555,0.0
2026-02-17T13:24:32.920281+00:00,97.79852288310768,20,97.5,-0.5000000000000004,"{""momentum"": 0.9339556864932301, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",22.97042215996202,22.97042215996202,74.95734329381692,74.95734329381692,0.0
2026-02-17T13:24:37.963865+00:00,97.95900625494373,20,97.5,-0.5000000000000004,"{""momentum"": 0.9387701876483117, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",30.937798843626073,30.937798843626073,82.27159303182637,82.27159303182637,0.0
2026-02-17T13:24:43.035697+00:00,98.01022496209835,20,97.5,-0.5000000000000004,"{""momentum"": 0.9403067488629503, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",20.55055497553921,20.55055497553921,84.81301483667346,84.81301483667346,0.0
2026-02-17T13:24:48.079029+00:00,97.81240145690202,20,97.5,-0.5000000000000004,"{""momentum"": 0.9343720437070606, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",19.5429191604746,19.5429191604746,72.8834779935861,72.8834779935861,0.0
2026-02-17T13:24:53.111668+00:00,97.7147402866089,20,97.5,-0.5000000000000004,"{""momentum"": 0.9314422085982672, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",16.212319679451372,16.212319679451372,79.33969221162965,79.33969221162965,0.0
2026-02-17T13:24:58.225228+00:00,97.82731790320146,20,97.5,-0.5000000000000004,"{""momentum"": 0.9348195370960438, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",34.14714004463193,34.14714004463193,82.8129726228459,82.8129726228459,0.0
2026-02-17T13:25:03.291239+00:00,97.79519855001804,20,97.5,-0.5000000000000004,"{""momentum"": 0.9338559565005411, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",18.159396549274472,18.159396549274472,73.40951817084553,73.40951817084553,0.0
2026-02-17T13:25:08.351281+00:00,97.79735641731321,20,97.5,-0.5000000000000004,"{""momentum"": 0.9339206925193964, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",29.228942986660314,29.228942986660314,74.71205008534616,74.71205008534616,0.0
2026-02-17T13:25:13.396968+00:00,97.64026823647413,20,97.5,-0.5000000000000004,"{""momentum"": 0.9292080470942237, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",16.97687981058791,16.97687981058791,74.6750199434177,74.6750199434177,0.0
2026-02-17T13:25:18.427492+00:00,97.62964429237955,20,97.5,-0.5000000000000004,"{""momentum"": 0.9288893287713871, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",16.197170501443225,16.197170501443225,78.31297556951344,78.31297556951344,0.0
2026-02-17T13:25:23.464883+00:00,97.50124873607786,20,97.5,-0.5000000000000004,"{""momentum"": 0.9250374620823353, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",21.50036643646399,21.50036643646399,73.35667969981273,73.35667969981273,0.0
2026-02-17T13:25:28.500757+00:00,97.5071607425991,20,97.5,-0.5000000000000004,"{""momentum"": 0.925214822277973, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",12.773334795560531,12.773334795560531,84.70084804541635,84.70084804541635,0.0
2026-02-17T13:25:33.528677+00:00,97.44934971331247,20,97.5,-0.5000000000000004,"{""momentum"": 0.9234804913993742, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",14.381603995245715,14.381603995245715,77.63909348086126,77.63909348086126,0.0
2026-02-17T13:25:38.595665+00:00,97.48564189365356,20,97.5,-0.5000000000000004,"{""momentum"": 0.9245692568096067, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",47.808809485393176,47.808809485393176,84.65927641623006,84.65927641623006,0.0
2026-02-17T13:25:43.638553+00:00,97.5056760609208,20,97.5,-0.5000000000000004,"{""momentum"": 0.9251702818276245, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",21.150839661867625,21.150839661867625,84.43929851189378,84.43929851189378,0.0
2026-02-17T13:25:48.680986+00:00,97.63900458438823,20,97.5,-0.5000000000000004,"{""momentum"": 0.9291701375316471, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",26.394603940360458,26.394603940360458,82.08090624676106,82.08090624676106,0.0
2026-02-17T13:25:53.826048+00:00,97.48801937815033,20,97.5,-0.5000000000000004,"{""momentum"": 0.9246405813445098, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",40.33358834594039,40.33358834594039,74.69130995094805,74.69130995094805,0.0
2026-02-17T13:25:58.920999+00:00,97.4797575120196,20,97.5,-0.5000000000000004,"{""momentum"": 0.9243927253605883, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",27.786991382056424,27.786991382056424,80.13206739093917,80.13206739093917,0.0
2026-02-17T13:26:04.020898+00:00,97.58923549956937,20,97.5,-0.5000000000000004,"{""momentum"": 0.9276770649870812, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",46.472946641946706,46.472946641946706,81.85091801005893,81.85091801005893,0.0
2026-02-17T13:26:09.087032+00:00,97.7675887222295,20,97.5,-0.5000000000000004,"{""momentum"": 0.9330276616668851, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",44.79414015775499,44.79414015775499,84.40896932128189,84.40896932128189,0.0
2026-02-17T13:26:14.169973+00:00,97.8515727281972,20,97.5,-0.5000000000000004,"{""momentum"": 0.9355471818459161, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",37.334777460523796,37.334777460523796,79.24052759816995,79.24052759816995,0.0
2026-02-17T13:26:19.257205+00:00,97.74804098202601,20,97.5,-0.5000000000000004,"{""momentum"": 0.9324412294607807, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",42.59972220971142,42.59972220971142,76.99147397709591,76.99147397709591,0.0
2026-02-17T13:26:24.398290+00:00,97.58346625326203,20,97.5,-0.5000000000000004,"{""momentum"": 0.9275039875978612, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",16.835757826573268,16.835757826573268,76.41970366971034,76.41970366971034,0.0
2026-02-17T13:26:29.448060+00:00,97.62055924566103,20,97.5,-0.5000000000000004,"{""momentum"": 0.928616777369831, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",28.106027448852288,28.106027448852288,74.7752206059347,74.7752206059347,0.0
2026-02-17T13:26:34.509090+00:00,97.57413941799416,20,97.5,-0.5000000000000004,"{""momentum"": 0.9272241825398251, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",48.69372702985245,48.69372702985245,76.97228100061974,76.97228100061974,0.0
2026-02-17T13:26:39.575259+00:00,97.5849531732673,20,97.5,-0.5000000000000004,"{""momentum"": 0.927548595198019, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",42.17782868216585,42.17782868216585,83.36447414177567,83.36447414177567,0.0
2026-02-17T13:26:44.635941+00:00,97.75109123853498,20,97.5,-0.5000000000000004,"{""momentum"": 0.9325327371560495, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",45.53250438697507,45.53250438697507,81.88255949949703,81.88255949949703,0.0
2026-02-17T13:26:49.675966+00:00,97.92499507458069,20,97.5,-0.5000000000000004,"{""momentum"": 0.9377498522374209, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",16.49392719946546,16.49392719946546,83.5811457236776,83.5811457236776,0.0
2026-02-17T13:26:54.710280+00:00,97.95290383245657,20,97.5,-0.5000000000000004,"{""momentum"": 0.9385871149736971, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",22.55223870772391,22.55223870772391,76.09836659508741,76.09836659508741,0.0
2026-02-17T13:26:59.736247+00:00,97.94892650500783,20,97.5,-0.5000000000000004,"{""momentum"": 0.9384677951502347, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",15.211596321978309,15.211596321978309,78.11013186962727,78.11013186962727,0.0
2026-02-17T13:27:04.773620+00:00,97.9652519306647,20,97.5,-0.5000000000000004,"{""momentum"": 0.9389575579199413, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",12.027946198707266,12.027946198707266,74.18927640831396,74.18927640831396,0.0
2026-02-17T13:27:09.832200+00:00,97.94451328214939,20,97.5,-0.5000000000000004,"{""momentum"": 0.9383353984644817, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",25.885566844368185,25.885566844368185,83.64317697113515,83.64317697113515,0.0
2026-02-17T13:27:14.870408+00:00,97.94600198103045,20,97.5,-0.5000000000000004,"{""momentum"": 0.9383800594309136, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",25.00183061683746,25.00183061683746,77.71501712379539,77.71501712379539,0.0
2026-02-17T13:27:19.951687+00:00,97.79508899337512,20,97.5,-0.5000000000000004,"{""momentum"": 0.9338526698012537, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",27.6741666886877,27.6741666886877,76.96271404580828,76.96271404580828,0.0
2026-02-17T13:27:24.996120+00:00,97.79166642533494,20,97.5,-0.5000000000000004,"{""momentum"": 0.9337499927600483, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",31.3569706865545,31.3569706865545,84.26474754184471,84.26474754184471,0.0
2026-02-17T13:27:30.023380+00:00,97.74520545449428,20,97.5,-0.5000000000000004,"{""momentum"": 0.9323561636348285, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",13.30228517199921,13.30228517199921,79.71139673388741,79.71139673388741,0.0
2026-02-17T13:27:35.081314+00:00,97.92317330409112,20,97.5,-0.5000000000000004,"{""momentum"": 0.9376951991227338, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",18.763818557781796,18.763818557781796,83.76767028038688,83.76767028038688,0.0
2026-02-17T13:27:40.126323+00:00,97.88883723983759,20,97.5,-0.5000000000000004,"{""momentum"": 0.9366651171951276, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",19.699453222435757,19.699453222435757,78.38092811400858,78.38092811400858,0.0
2026-02-17T13:27:45.186689+00:00,97.89044793298653,20,97.5,-0.5000000000000004,"{""momentum"": 0.9367134379895964, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",32.98062135552016,32.98062135552016,81.9330633606559,81.9330633606559,0.0
2026-02-17T13:27:50.245600+00:00,97.88046768113671,20,97.5,-0.5000000000000004,"{""momentum"": 0.9364140304341012, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",44.10765358205498,44.10765358205498,83.89997647694015,83.89997647694015,0.0
2026-02-17T13:27:55.313494+00:00,97.83440744320188,20,97.5,-0.5000000000000004,"{""momentum"": 0.9350322232960562, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",48.80363148739762,48.80363148739762,76.8914554634933,76.8914554634933,0.0
2026-02-17T13:28:00.354854+00:00,97.86963987898977,20,97.5,-0.5000000000000004,"{""momentum"": 0.9360891963696929, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",20.045168389681066,20.045168389681066,78.78832820227838,78.78832820227838,0.0
2026-02-17T13:28:05.387481+00:00,97.97357265381777,20,97.5,-0.5000000000000004,"{""momentum"": 0.939207179614533, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",19.66588851390853,19.66588851390853,81.72027518593868,81.72027518593868,0.0
2026-02-17T13:28:10.425083+00:00,97.99678236143889,20,97.5,-0.5000000000000004,"{""momentum"": 0.9399034708431664, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",24.871312923534063,24.871312923534063,75.95891569461149,75.95891569461149,0.0
2026-02-17T13:28:15.497245+00:00,97.91847703906693,20,97.5,-0.5000000000000004,"{""momentum"": 0.937554311172008, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",49.47805971674259,49.47805971674259,72.97870955965033,72.97870955965033,0.0
2026-02-17T13:28:20.551404+00:00,97.88262486900759,20,97.5,-0.5000000000000004,"{""momentum"": 0.9364787460702274, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",36.25711484508014,36.25711484508014,81.53601346874883,81.53601346874883,0.0
2026-02-17T13:28:25.603577+00:00,97.79271704026941,20,97.5,-0.5000000000000004,"{""momentum"": 0.9337815112080824, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",39.670895319886924,39.670895319886924,77.2972602338502,77.2972602338502,0.0
2026-02-17T13:28:30.664213+00:00,97.70658894887751,20,97.5,-0.5000000000000004,"{""momentum"": 0.9311976684663252, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",49.74071568904625,49.74071568904625,79.18861306269066,79.18861306269066,0.0
2026-02-17T13:28:35.709585+00:00,97.86833316300329,20,97.5,-0.5000000000000004,"{""momentum"": 0.9360499948900987, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",33.08085837739844,33.08085837739844,84.34732151550214,84.34732151550214,0.0
2026-02-17T13:28:40.750735+00:00,97.86933895183381,20,97.5,-0.5000000000000004,"{""momentum"": 0.9360801685550143, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",24.07483670124973,24.07483670124973,78.1614270999838,78.1614270999838,0.0
2026-02-17T13:28:45.816093+00:00,97.9836313923434,20,97.5,-0.5000000000000004,"{""momentum"": 0.9395089417703021, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",40.11056447221119,40.11056447221119,80.0181908743032,80.0181908743032,0.0
2026-02-17T13:28:50.873411+00:00,97.84873531682766,20,97.5,-0.5000000000000004,"{""momentum"": 0.9354620595048301, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",33.88561175227069,33.88561175227069,76.76347711983279,76.76347711983279,0.0
2026-02-17T13:28:55.934941+00:00,97.83189667726653,20,97.5,-0.5000000000000004,"{""momentum"": 0.9349569003179958, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",37.28253077097734,37.28253077097734,76.8562465061772,76.8562465061772,0.0
2026-02-17T13:29:00.984198+00:00,97.82764000079212,20,97.5,-0.5000000000000004,"{""momentum"": 0.9348292000237637, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",27.529209288838274,27.529209288838274,76.74562354561355,76.74562354561355,0.0
2026-02-17T13:29:06.021690+00:00,97.68047759061942,20,97.5,-0.5000000000000004,"{""momentum"": 0.9304143277185825, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",24.131868683132844,24.131868683132844,76.75946462303678,76.75946462303678,0.0
2026-02-17T13:29:11.072283+00:00,97.63685477957469,20,97.5,-0.5000000000000004,"{""momentum"": 0.9291056433872404, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",39.454278970530325,39.454278970530325,77.48663337060587,77.48663337060587,0.0
2026-02-17T13:29:16.164881+00:00,97.44165147611535,20,97.5,-0.5000000000000004,"{""momentum"": 0.9232495442834605, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",24.51166004500752,24.51166004500752,73.81230180396095,73.81230180396095,0.0
2026-02-17T13:29:21.290832+00:00,97.47978976968238,20,97.5,-0.5000000000000004,"{""momentum"": 0.9243936930904717, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",47.53787167363148,47.53787167363148,80.3259810859276,80.3259810859276,0.0
2026-02-17T13:29:26.350464+00:00,97.48903580239396,20,97.5,-0.5000000000000004,"{""momentum"": 0.9246710740718186, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",40.31093166523368,40.31093166523368,82.40461102894557,82.40461102894557,0.0
2026-02-17T13:29:31.497025+00:00,97.39257199506248,20,97.5,-0.5000000000000004,"{""momentum"": 0.9217771598518747, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",27.49578545129755,27.49578545129755,78.98032230303554,78.98032230303554,0.0
2026-02-17T13:29:36.544074+00:00,97.33095405776405,20,97.5,-0.5000000000000004,"{""momentum"": 0.9199286217329213, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",27.467901896405774,27.467901896405774,73.74894066127288,73.74894066127288,0.0
2026-02-17T13:29:41.594046+00:00,97.24752962558387,20,97.5,-0.5000000000000004,"{""momentum"": 0.917425888767516, ""mean_revert"": 1.0, ""vol_breakout"": 1.0}",38.20386113672548,38.20386113672548,74.53368216108929,74.53368216108929,0.0
